price,mileage,transmission,model,year,fuelType,tax,mpg,engineSize
14989,9171,Manual, EcoSport,2019,Petrol,145,53.3,1
12489,11623,Manual, Fiesta,2019,Petrol,145,58.9,1
7489,51864,Manual, Focus,2015,Diesel,20,67.3,1.6
11689,14132,Manual, Focus,2017,Diesel,0,74.3,1.5
24989,6760,Manual, Focus,2019,Petrol,150,34.5,2.3
13289,13387,Manual, Focus,2018,Diesel,150,74.3,1.5
15489,6889,Manual, Focus,2019,Petrol,145,60.1,1
10689,15337,Manual, Focus,2017,Diesel,0,74.3,1.5
12989,9884,Manual, Focus,2018,Petrol,145,60.1,1
9489,34180,Manual, Fiesta,2017,Petrol,145,65.7,1
8900,25520,Manual, Fiesta,2017,Petrol,125,54.3,1.2
6489,47157,Manual, Fiesta,2013,Petrol,30,54.3,1.2
11589,17997,Manual, Focus,2018,Petrol,145,60.1,1
9489,22798,Manual, EcoSport,2017,Petrol,145,52.3,1
12189,10283,Manual, Focus,2018,Petrol,145,60.1,1
4489,67145,Manual, Fiesta,2011,Petrol,125,50.4,1.2
16489,5529,Manual, EcoSport,2019,Petrol,145,51.4,1
9789,16577,Manual, Fiesta,2018,Petrol,145,65.7,1
9289,16086,Manual, Fiesta,2018,Petrol,145,64.2,1.1
9688,17157,Manual, Fiesta,2018,Petrol,145,65.7,1
8889,10951,Manual, Fiesta,2017,Petrol,145,64.2,1.1
9889,14085,Manual, Fiesta,2018,Petrol,145,65.7,1
13000,24484,Manual, Focus,2017,Diesel,145,70.6,0
12000,18116,Manual, Focus,2017,Diesel,145,74.3,1.5
8800,27692,Manual, EcoSport,2016,Petrol,125,53.3,1
8000,30226,Manual, Fiesta,2014,Diesel,0,76.4,1.5
11989,29086,Manual, Focus,2018,Diesel,145,74.3,1.5
9489,29307,Manual, Fiesta,2017,Petrol,145,65.7,1
8989,16939,Manual, Fiesta,2017,Petrol,0,65.7,1
9989,5561,Manual, Fiesta,2017,Petrol,0,65.7,1
8489,25320,Manual, Fiesta,2016,Petrol,125,54.3,1.2
13989,16064,Automatic, Focus,2018,Petrol,145,51.4,1
5989,54581,Manual, Fiesta,2013,Petrol,30,54.3,1.2
10489,21518,Manual, Fiesta,2017,Petrol,145,62.8,1
10289,20254,Manual, Focus,2017,Diesel,0,74.3,1.5
9500,27461,Manual, Fiesta,2018,Petrol,145,64.2,1.1
12700,11151,Manual, Fiesta,2019,Petrol,145,60.1,1
9700,11186,Manual, Fiesta,2017,Petrol,0,65.7,1
18400,8230,Manual, Focus,2019,Diesel,145,74.3,1.5
10000,27284,Manual, Fiesta,2017,Petrol,145,65.7,1
10000,6311,Manual, Fiesta,2017,Petrol,0,65.7,1
8389,18017,Manual, Fiesta,2016,Petrol,125,54.3,1.2
11188,23493,Manual, Fiesta,2018,Diesel,145,88.3,1.5
9489,37566,Manual, Fiesta,2017,Petrol,0,65.7,1
8689,30817,Manual, EcoSport,2014,Petrol,125,53.3,1
10189,36347,Manual, Focus,2018,Petrol,145,60.1,1
10989,13496,Manual, Fiesta,2018,Petrol,145,65.7,1
9989,16299,Manual, Focus,2017,Diesel,0,74.3,1.5
8788,33610,Manual, Fiesta,2018,Petrol,145,64.2,1.1
9998,2332,Manual, Fiesta,2018,Petrol,145,55.4,1.1
7299,42324,Manual, Fiesta,2015,Diesel,0,88.3,1.5
13445,19672,Manual, Focus,2018,Petrol,145,60.1,1
9199,18895,Manual, EcoSport,2017,Petrol,145,53.3,1
5499,84000,Manual, Focus,2013,Diesel,20,67.3,1.6
6499,72000,Automatic, Focus,2015,Petrol,165,44.8,1.6
4799,74000,Manual, Fiesta,2014,Petrol,0,65.7,1
3495,92836,Manual, Fiesta,2009,Petrol,145,49.6,1.4
7995,18020,Manual, Fiesta,2017,Petrol,125,54.3,1.2
8995,28105,Manual, Fiesta,2016,Petrol,0,65.7,1
13980,12632,Manual, Focus,2019,Petrol,145,60.1,1
17990,3289,Automatic, Focus,2019,Diesel,145,74.3,1.5
14990,1850,Manual, Focus,2018,Petrol,145,60.1,1
10899,13879,Automatic, Focus,2017,Petrol,125,51.4,1
13699,5342,Manual, Focus,2018,Petrol,150,58.9,1
10280,12257,Manual, Focus,2017,Diesel,145,74.3,1.5
12290,5093,Manual, Fiesta,2018,Petrol,145,58.9,1
3690,95299,Manual, Fiesta,2012,Diesel,0,68.9,1.6
6729,71098,Manual, Focus,2013,Diesel,20,67.3,1.6
4999,83772,Manual, Focus,2013,Diesel,0,76.4,1.6
6295,66278,Manual, Focus,2014,Petrol,30,56.5,1
15000,22006,Manual, Fiesta,2018,Petrol,145,40.3,1.5
6499,52000,Manual, Fiesta,2014,Petrol,0,65.7,1
7499,29000,Manual, Fiesta,2016,Petrol,125,54.3,1.2
6995,35850,Automatic, Focus,2013,Petrol,165,44.1,1.6
8780,15695,Manual, Fiesta,2016,Petrol,0,65.7,1
12199,8600,Manual, Focus,2017,Petrol,145,57.7,1
6199,40700,Manual, Fiesta,2015,Petrol,125,54.3,1.2
7599,26536,Manual, Fiesta,2014,Petrol,0,65.7,1
9499,10264,Manual, Fiesta,2018,Petrol,145,58.9,1
12610,26052,Manual, Focus,2018,Petrol,145,57.7,1
8879,12945,Automatic, Fiesta,2014,Petrol,145,47.9,1.6
10899,14929,Manual, Focus,2015,Diesel,0,74.3,1.5
9000,33917,Manual, Focus,2015,Petrol,20,60.1,1
10000,19934,Manual, Fiesta,2016,Petrol,0,65.7,1
7900,40284,Manual, Fiesta,2016,Petrol,125,54.3,1.2
9000,15809,Manual, Fiesta,2017,Petrol,150,65.7,1
9200,32000,Manual, Focus,2015,Petrol,20,60.1,1
7489,51950,Manual, Fiesta,2015,Petrol,20,62.8,1
15489,6355,Manual, Fiesta,2018,Petrol,145,62.8,1
9989,27240,Manual, EcoSport,2017,Petrol,145,53.3,1
10498,12229,Manual, Fiesta,2018,Petrol,145,58.9,1
8990,33553,Manual, Fiesta,2017,Petrol,0,65.7,1
9990,14440,Manual, Fiesta,2018,Petrol,145,65.7,1
19300,1592,Automatic, Focus,2019,Petrol,150,51.4,1
11000,17025,Manual, Fiesta,2017,Diesel,145,78.5,1.5
7599,54672,Manual, Focus,2014,Diesel,20,67.3,1.6
10999,18821,Manual, Fiesta,2018,Petrol,145,56.5,1
12699,8839,Manual, Focus,2018,Petrol,145,57.7,1
7999,18435,Manual, Fiesta,2016,Petrol,125,54.3,1.2
7695,28200,Manual, Fiesta,2015,Petrol,30,54.3,1.2
7995,27500,Automatic, Fiesta,2013,Petrol,145,47.9,1.6
11995,18000,Manual, EcoSport,2017,Petrol,145,52.3,1
8900,26118,Manual, Fiesta,2017,Petrol,150,54.3,1.2
11000,12358,Manual, Focus,2017,Petrol,20,60.1,1
12000,36851,Manual, Focus,2017,Diesel,150,74.3,1.5
8999,14268,Manual, Fiesta,2016,Petrol,0,65.7,1
8499,12606,Manual, Fiesta,2017,Petrol,145,54.3,1.2
7499,32796,Manual, Fiesta,2017,Petrol,0,65.7,1
7899,30390,Manual, Fiesta,2018,Petrol,145,64.2,1.1
9899,22115,Manual, Fiesta,2018,Diesel,145,85.6,1.5
9199,29778,Manual, EcoSport,2017,Petrol,125,52.3,1
8599,26664,Manual, Focus,2015,Diesel,0,74.3,1.5
9299,26805,Manual, Focus,2016,Diesel,0,74.3,1.5
9199,45045,Manual, Focus,2015,Diesel,0,74.3,1.5
5750,45761,Manual, Fiesta,2013,Petrol,30,54.3,1.2
6995,41198,Manual, Fiesta,2015,Petrol,0,65.7,1
8450,23854,Manual, Focus,2016,Diesel,0,74.3,1.5
12452,18729,Manual, Focus,2017,Petrol,145,50.4,1.5
7999,66442,Manual, Focus,2016,Diesel,0,74.3,1.5
9999,13946,Manual, Focus,2015,Diesel,0,74.3,1.5
12399,15420,Manual, Focus,2018,Petrol,145,57.7,1
7099,74176,Manual, Focus,2015,Diesel,0,74.3,1.5
7599,24329,Manual, Fiesta,2015,Diesel,0,78.5,1.5
9199,47304,Manual, Focus,2011,Petrol,325,30.4,2.5
8299,13788,Manual, Fiesta,2016,Petrol,125,54.3,1.2
7250,39482,Manual, Fiesta,2016,Diesel,0,78.5,1.5
8999,21975,Manual, Fiesta,2016,Petrol,0,65.7,1
9850,20764,Manual, Focus,2016,Diesel,0,74.3,1.5
11850,18466,Manual, Focus,2017,Diesel,145,74.3,1.5
5699,43288,Manual, Fiesta,2014,Diesel,0,85.6,1.6
7468,66825,Manual, Focus,2015,Diesel,0,74.3,1.5
6750,11900,Manual, Fiesta,2015,Petrol,125,54.3,1.2
7560,46924,Manual, Fiesta,2016,Diesel,0,88.3,1.5
14105,13953,Manual, EcoSport,2018,Petrol,145,54.3,1
9699,42330,Manual, Focus,2016,Diesel,0,74.3,1.5
7299,88993,Manual, Focus,2016,Diesel,0,74.3,1.5
8175,36008,Manual, Focus,2014,Diesel,20,67.3,1.6
10499,29396,Manual, Focus,2017,Diesel,0,74.3,1.5
9799,54750,Manual, Focus,2012,Petrol,235,39.2,2
7299,57982,Manual, Fiesta,2014,Petrol,0,65.7,1
6699,33542,Manual, Fiesta,2013,Petrol,0,65.7,1
9599,27438,Automatic, Fiesta,2015,Petrol,0,57.7,1
10499,19530,Manual, Focus,2017,Petrol,145,61.4,1
13946,13724,Automatic, Fiesta,2018,Petrol,145,49.6,1
15395,26908,Manual, Focus,2017,Diesel,145,67.3,2
13231,11856,Manual, Focus,2018,Petrol,145,57.7,1
7899,30125,Manual, Fiesta,2015,Petrol,0,65.7,1
4599,73611,Manual, Fiesta,2013,Diesel,0,76.4,1.5
7495,29352,Manual, Focus,2014,Diesel,20,67.3,1.6
11595,25392,Manual, Focus,2017,Petrol,145,60.1,1
7983,29390,Automatic, Focus,2014,Petrol,160,44.8,1.6
9920,34894,Manual, Focus,2016,Petrol,20,60.1,1
8277,18543,Manual, Fiesta,2016,Petrol,125,54.3,1.2
17182,15672,Manual, Focus,2018,Petrol,145,41.5,2
6614,28694,Manual, Fiesta,2014,Petrol,30,54.3,1.2
9099,39191,Automatic, Focus,2016,Diesel,20,67.3,1.5
4995,82809,Manual, Fiesta,2014,Diesel,0,76.4,1.5
10999,28337,Manual, Fiesta,2018,Petrol,145,65.7,1
8999,26740,Manual, Fiesta,2017,Diesel,145,85.6,1.5
12295,13849,Manual, Focus,2017,Diesel,145,74.3,1.5
11850,15013,Manual, Focus,2017,Diesel,145,74.3,1.5
15799,19750,Manual, Focus,2016,Petrol,200,41.5,2
8750,15548,Manual, Fiesta,2015,Petrol,0,65.7,1
12612,8974,Manual, Focus,2017,Petrol,145,57.7,1
7699,27426,Manual, Fiesta,2017,Petrol,0,65.7,1
8399,15382,Manual, Fiesta,2016,Petrol,0,65.7,1
10199,18010,Manual, Fiesta,2016,Petrol,0,65.7,1
7499,27243,Manual, Fiesta,2016,Petrol,125,54.3,1.2
8999,20300,Manual, Focus,2015,Petrol,20,58.9,1
9999,42415,Manual, Fiesta,2018,Petrol,145,56.5,1
11599,21618,Manual, Focus,2017,Petrol,145,57.7,1
8388,24784,Manual, Fiesta,2017,Petrol,125,54.3,1.2
7342,19562,Manual, Fiesta,2015,Petrol,0,65.7,1
8912,21840,Manual, Fiesta,2016,Petrol,0,65.7,1
10999,28323,Manual, Fiesta,2018,Petrol,145,65.7,1
10151,24664,Manual, Fiesta,2018,Diesel,145,55.4,1.5
11886,19798,Manual, Focus,2017,Diesel,145,74.3,1.5
6891,97190,Manual, Focus,2016,Diesel,20,70.6,2
12099,14439,Manual, Focus,2017,Diesel,145,74.3,1.5
14312,40536,Manual, Focus,2016,Diesel,20,67.3,2
12495,16579,Manual, EcoSport,2018,Petrol,145,54.3,1
13995,6025,Automatic, Fiesta,2018,Petrol,145,48.7,1
13495,14219,Manual, Fiesta,2018,Petrol,145,62.8,1
9795,42469,Manual, EcoSport,2017,Petrol,145,64.2,1.5
10995,11129,Manual, Fiesta,2017,Petrol,145,65.7,1
8995,32918,Manual, EcoSport,2016,Diesel,30,64.2,1.5
11995,15329,Manual, Fiesta,2018,Petrol,145,65.7,1
12495,35027,Manual, Focus,2017,Petrol,20,60.1,1
16495,34207,Manual, Focus,2018,Diesel,150,54.3,2
10495,15704,Manual, Fiesta,2017,Petrol,150,65.7,1
12995,24029,Automatic, Fiesta,2018,Petrol,150,54.3,1
10495,20772,Manual, EcoSport,2017,Petrol,150,52.3,1
8995,23267,Manual, Fiesta,2017,Petrol,150,64.2,1.1
11995,22167,Manual, Focus,2017,Petrol,150,60.1,1
10495,34075,Automatic, EcoSport,2017,Petrol,150,44.8,1.5
7499,31000,Manual, Fiesta,2015,Petrol,125,54.3,1.2
10999,32133,Manual, Focus,2017,Diesel,145,74.3,1.5
7499,27775,Manual, Fiesta,2016,Petrol,125,54.3,1.2
13000,46007,Manual, Focus,2015,Diesel,20,67.3,2
10799,20748,Manual, Fiesta,2018,Petrol,145,65.7,1
9450,33000,Manual, EcoSport,2017,Petrol,145,52.3,1
7750,25000,Manual, Fiesta,2013,Petrol,0,65.7,1
4495,62000,Manual, Fiesta,2011,Petrol,150,48.7,1.4
6480,49000,Manual, Focus,2013,Diesel,20,67.3,1.6
10999,37000,Manual, Focus,2017,Petrol,145,60.1,1
1290,137000,Manual, Focus,2008,Diesel,150,54.3,1.8
15900,19488,Manual, Focus,2016,Diesel,20,67.3,2
10770,17202,Manual, Fiesta,2018,Petrol,145,65.7,1
9680,37960,Manual, Fiesta,2018,Petrol,145,65.7,1
9900,32950,Manual, Fiesta,2018,Petrol,145,65.7,1
7350,66445,Manual, Fiesta,2015,Petrol,20,62.8,1
8650,29022,Manual, Fiesta,2015,Petrol,20,62.8,1
9099,11900,Manual, Fiesta,2018,Petrol,145,55.4,1.1
7599,14226,Manual, Fiesta,2017,Petrol,125,54.3,1.2
10495,26460,Manual, Fiesta,2018,Petrol,150,65.7,1
13995,9515,Manual, EcoSport,2018,Petrol,150,54.3,1
9750,22000,Manual, Fiesta,2016,Petrol,0,65.7,1
12495,32163,Manual, Fiesta,2017,Petrol,150,47.9,1.6
10995,9532,Manual, EcoSport,2017,Petrol,150,52.3,1
13995,16063,Manual, Focus,2018,Petrol,150,60.1,1
15995,5000,Manual, EcoSport,2019,Petrol,145,53.3,1
10750,34000,Manual, Focus,2017,Petrol,20,60.1,1
6250,44000,Manual, Focus,2013,Petrol,30,56.5,1
9495,18000,Manual, Fiesta,2016,Petrol,0,65.7,1
9495,27000,Manual, Fiesta,2016,Petrol,0,65.7,1
11750,13000,Manual, Fiesta,2018,Petrol,145,65.7,1
17995,2000,Manual, Focus,2019,Petrol,145,49.6,1
11995,10000,Automatic, Fiesta,2017,Petrol,0,57.7,1
1400,63000,Manual, Fiesta,2007,Petrol,145,47.1,1.2
17495,5225,Manual, Focus,2019,Petrol,145,60.1,1
8895,14037,Manual, Fiesta,2017,Petrol,125,54.3,1.2
8499,51879,Manual, Focus,2015,Diesel,0,74.3,1.5
15490,8817,Automatic, EcoSport,2018,Petrol,145,45.6,1
9980,21893,Manual, EcoSport,2017,Petrol,145,52.3,1
7880,71661,Manual, Focus,2016,Diesel,0,74.3,1.5
8995,42462,Manual, EcoSport,2017,Petrol,125,52.3,1
10495,24914,Manual, Fiesta,2017,Petrol,145,65.7,1
11995,23516,Manual, Focus,2017,Petrol,145,60.1,1
7495,33383,Manual, Fiesta,2016,Petrol,125,54.3,1.2
15495,32294,Manual, Focus,2017,Diesel,145,67.3,2
9995,7497,Automatic, Fiesta,2017,Petrol,0,57.7,1
9995,12873,Manual, Fiesta,2018,Petrol,150,64.2,1.1
7495,26665,Manual, Fiesta,2014,Petrol,0,65.7,1
5850,66115,Manual, Fiesta,2016,Diesel,0,78.5,1.5
9950,23940,Manual, Fiesta,2016,Petrol,145,47.9,1.6
11750,23782,Manual, Fiesta,2017,Petrol,145,47.9,1.6
11750,11829,Manual, Focus,2018,Petrol,145,57.7,1
1475,88746,Automatic, Focus,2005,Petrol,265,36.7,1.6
16950,17856,Manual, Focus,2017,Petrol,205,41.5,2
4990,91938,Manual, Focus,2014,Diesel,20,67.3,1.6
7295,83823,Manual, Focus,2015,Diesel,0,74.3,1.5
9395,41702,Manual, EcoSport,2017,Petrol,150,52.3,1
9800,27196,Manual, Fiesta,2017,Petrol,150,65.7,1
8200,21718,Manual, Fiesta,2015,Petrol,0,65.7,1
8795,21091,Semi-Auto, Fiesta,2015,Petrol,150,47.9,1.6
15995,11900,Manual, Focus,2019,Petrol,145,60.1,1
9495,8563,Manual, Fiesta,2018,Petrol,145,64.2,1.1
9995,9148,Manual, Fiesta,2017,Petrol,145,65.7,1
10495,16275,Manual, Fiesta,2018,Petrol,145,65.7,1
12495,12012,Manual, Fiesta,2018,Petrol,145,65.7,1
11995,13832,Manual, Fiesta,2018,Petrol,145,65.7,1
10495,31045,Manual, EcoSport,2017,Petrol,145,44.8,1.5
14995,14145,Manual, EcoSport,2019,Petrol,150,53.3,1
9495,28741,Semi-Auto, Fiesta,2016,Petrol,0,65.7,1
10500,27833,Manual, Fiesta,2017,Petrol,150,62.8,1
8250,62706,Manual, Focus,2015,Diesel,0,74.3,1.5
18795,1342,Manual, Focus,2019,Petrol,150,60.1,1
14999,8260,Manual, EcoSport,2019,Petrol,145,53.3,1
11395,10602,Manual, Fiesta,2018,Petrol,145,58.9,1
11695,10375,Manual, Fiesta,2018,Petrol,145,58.9,1
15250,6367,Manual, Focus,2018,Petrol,145,58.9,1
16495,6344,Manual, Focus,2019,Petrol,145,49.6,1
10495,13650,Automatic, Fiesta,2017,Petrol,145,57.7,1
10995,11840,Manual, Fiesta,2018,Petrol,145,58.9,1
14795,2159,Manual, Fiesta,2019,Petrol,145,58.9,1
17250,7694,Manual, Fiesta,2019,Petrol,145,60.1,1
12999,15061,Manual, Fiesta,2019,Petrol,145,56.5,1
9995,26473,Manual, Fiesta,2018,Petrol,150,55.4,1.1
14495,8845,Manual, Fiesta,2018,Petrol,150,55.4,1
7995,36189,Manual, Fiesta,2017,Petrol,150,65.7,1
6999,30029,Manual, Fiesta,2014,Petrol,0,65.7,1
3575,50975,Manual, Focus,2009,Diesel,160,51.4,2
9995,15522,Manual, Fiesta,2018,Petrol,145,65.7,1
11995,13558,Manual, Fiesta,2017,Petrol,145,65.7,1
15995,10956,Manual, Fiesta,2019,Petrol,145,58.9,1
12991,49605,Manual, Focus,2015,Diesel,20,67.3,2
9491,45526,Manual, Focus,2016,Diesel,0,74.3,1.5
8100,15411,Manual, Fiesta,2016,Petrol,125,54.3,1.2
18999,6696,Manual, Focus,2019,Diesel,145,70.6,2
18999,5572,Automatic, Focus,2019,Diesel,145,74.3,1.5
12470,6653,Manual, Fiesta,2018,Diesel,145,88.3,1.5
15750,43499,Manual, Focus,2017,Diesel,20,67.3,2
10995,16552,Manual, Fiesta,2019,Petrol,145,58.9,1
15600,4902,Automatic, Fiesta,2019,Petrol,145,48.7,1
13999,6906,Automatic, Fiesta,2018,Petrol,145,48.7,1
12895,9281,Manual, EcoSport,2018,Diesel,145,68.9,1.5
16995,7660,Manual, Focus,2018,Petrol,145,60.1,1
10250,18559,Manual, Fiesta,2018,Petrol,145,65.7,1
9795,8606,Manual, Fiesta,2017,Petrol,0,65.7,1
9750,8500,Manual, Fiesta,2017,Petrol,145,65.7,1
9195,14973,Manual, Fiesta,2017,Petrol,145,65.7,1
3450,77466,Manual, Focus,2009,Petrol,190,42.2,1.6
6899,22488,Automatic, Focus,2013,Petrol,160,44.1,1.6
7750,19384,Manual, Fiesta,2014,Petrol,30,54.3,1.2
4899,26375,Manual, Fiesta,2012,Petrol,125,51.4,1.2
10350,32299,Manual, Focus,2017,Diesel,145,74.3,1.5
18295,10677,Automatic, Focus,2019,Petrol,145,41.5,1
8995,37867,Manual, Focus,2016,Petrol,20,61.4,1
12795,6386,Automatic, Fiesta,2018,Petrol,145,48.7,1
9500,15979,Manual, Fiesta,2017,Petrol,0,65.7,1
10000,26488,Manual, Focus,2017,Diesel,0,74.3,1.5
2500,102950,Manual, Fiesta,2009,Petrol,150,49.6,1.2
2491,62596,Manual, Fiesta,2007,Petrol,145,47.1,1.2
2991,79089,Manual, Fiesta,2009,Petrol,145,49.6,1.2
4491,38831,Manual, Fiesta,2011,Petrol,125,50.4,1.2
3491,71926,Manual, Fiesta,2009,Petrol,145,49.6,1.2
13795,17722,Manual, EcoSport,2018,Diesel,145,68.9,1.5
16498,7866,Manual, Focus,2019,Petrol,145,49.6,1
12350,9247,Manual, Focus,2018,Petrol,145,60.1,1
10995,14532,Manual, Fiesta,2017,Petrol,145,65.7,1
5795,105260,Manual, Focus,2015,Petrol,20,60.1,1
18250,9996,Automatic, Focus,2019,Diesel,145,74.3,1.5
16995,9366,Manual, Focus,2018,Petrol,145,60.1,1
13950,13200,Manual, EcoSport,2018,Petrol,145,54.3,1
13745,11964,Manual, Fiesta,2017,Petrol,145,47.9,1.6
9790,20207,Manual, Fiesta,2018,Petrol,145,65.7,1
17490,5079,Manual, Fiesta,2019,Petrol,150,40.3,1.5
22390,28794,Manual, Focus,2016,Petrol,235,36.7,2.3
10195,34381,Manual, Fiesta,2017,Petrol,145,65.7,1
6195,75720,Manual, Fiesta,2015,Petrol,20,62.8,1
8000,61630,Automatic, Focus,2016,Diesel,0,67.3,1.5
5795,25449,Manual, Fiesta,2015,Petrol,30,54.3,1.2
3295,95000,Manual, Fiesta,2009,Petrol,145,49.6,1.4
2995,114000,Manual, Focus,2010,Petrol,200,42.2,1.6
1695,116000,Manual, Fiesta,2008,Petrol,145,47.1,1.2
5995,43000,Manual, Fiesta,2013,Petrol,30,54.3,1.2
7799,19110,Manual, Fiesta,2015,Petrol,125,54.3,1.2
7299,66804,Manual, Focus,2015,Diesel,0,74.3,1.5
7690,19131,Manual, Fiesta,2016,Petrol,125,54.3,1.2
13950,3800,Manual, EcoSport,2018,Petrol,145,53.3,1
9450,28600,Manual, Fiesta,2016,Petrol,0,65.7,1
4000,111530,Manual, Fiesta,2013,Petrol,0,65.7,1
10095,22790,Manual, Fiesta,2018,Petrol,145,58.9,1
15995,13194,Manual, Fiesta,2019,Petrol,145,40.3,1.5
8995,18792,Manual, Fiesta,2017,Petrol,145,54.3,1.2
17895,1696,Manual, Focus,2019,Petrol,145,60.1,1
10395,9029,Manual, Fiesta,2017,Petrol,145,65.7,1
17495,2808,Manual, Focus,2019,Petrol,145,60.1,1
15495,14447,Automatic, EcoSport,2019,Petrol,145,45.6,1
9595,49773,Automatic, Focus,2017,Petrol,145,51.4,1
10495,11075,Automatic, EcoSport,2016,Petrol,160,44.8,1.5
6295,40820,Manual, Fiesta,2013,Petrol,30,54.3,1.2
8500,24770,Manual, Fiesta,2015,Petrol,20,62.8,1
7195,71350,Manual, Focus,2016,Diesel,0,74.3,1.5
7695,59260,Manual, Focus,2015,Diesel,0,74.3,1.5
9170,28000,Manual, Focus,2015,Petrol,20,61.4,0
18699,10000,Manual, Focus,2019,Petrol,145,46.3,0
3995,70000,Manual, Fiesta,2009,Diesel,20,67.3,1.6
4995,69000,Manual, Focus,2011,Petrol,150,47.1,1.6
10697,22946,Manual, Focus,2017,Diesel,145,74.3,1.5
5895,59306,Manual, Focus,2014,Petrol,30,56.5,1
9899,10000,Manual, Fiesta,2017,Petrol,0,65.7,0
12973,23000,Manual, EcoSport,2018,Petrol,145,54.3,0
15904,5000,Manual, EcoSport,2019,Petrol,145,52.3,0
9204,28000,Manual, Fiesta,2017,Petrol,145,65.7,0
11999,28000,Manual, EcoSport,2018,Petrol,145,53.3,0
9080,20000,Manual, Fiesta,2017,Petrol,0,65.7,0
9046,22000,Manual, Fiesta,2017,Petrol,0,65.7,0
11783,23000,Automatic, Fiesta,2017,Petrol,0,57.7,0
9275,34000,Automatic, Fiesta,2017,Petrol,0,57.7,0
18389,19000,Manual, Focus,2018,Petrol,145,67.3,0
21999,4000,Manual, Fiesta,2019,Petrol,145,40.3,0
10903,8000,Manual, Fiesta,2018,Petrol,150,65.7,0
12975,11000,Manual, Focus,2017,Petrol,145,51.4,0
9072,23000,Manual, Focus,2015,Petrol,20,58.9,0
11325,23000,Manual, Fiesta,2018,Petrol,150,65.7,0
8999,34000,Manual, Focus,2013,Petrol,150,47.1,0
2991,89969,Manual, Focus,2009,Petrol,205,42.2,1.6
1999,101000,Manual, Focus,2008,Petrol,200,42.2,1.6
5500,62187,Manual, Fiesta,2013,Petrol,30,54.3,1.2
3499,84239,Manual, Focus,2011,Petrol,235,40.4,1.8
10699,29600,Manual, Fiesta,2015,Petrol,145,47.9,1.6
3499,69676,Manual, Fiesta,2008,Petrol,150,49.6,1.4
6999,55336,Manual, Focus,2015,Diesel,0,67.3,1.5
2799,100900,Manual, Focus,2010,Petrol,205,42.2,1.6
11995,25000,Manual, Focus,2018,Petrol,145,57.7,1
14295,6988,Manual, Fiesta,2019,Petrol,145,65.7,1
5999,62021,Manual, Focus,2013,Diesel,20,67.3,1.6
2495,93900,Manual, Focus,2010,Diesel,30,62.8,1.6
3000,81124,Manual, Focus,2010,Diesel,200,47.9,2
2495,89000,Manual, Focus,2008,Diesel,30,62.8,1.6
9999,19000,Manual, Fiesta,2017,Petrol,145,85.6,0
12124,11000,Automatic, Fiesta,2018,Petrol,145,54.3,0
14175,9000,Manual, Fiesta,2018,Petrol,150,58.9,0
5769,73000,Manual, Fiesta,2014,Petrol,0,65.7,0
12999,15000,Manual, Fiesta,2018,Petrol,150,58.9,0
9951,15000,Manual, EcoSport,2017,Petrol,150,52.3,0
8702,15000,Manual, Fiesta,2017,Petrol,150,65.7,0
12395,18280,Manual, Focus,2018,Petrol,145,57.7,1
13895,28536,Automatic, EcoSport,2018,Petrol,145,48.7,1
17250,13200,Manual, Fiesta,2019,Petrol,150,40.3,1.5
2395,102000,Manual, Focus,2009,Diesel,30,58.9,1.6
6275,55000,Manual, Focus,2014,Petrol,30,56.5,1
4995,69000,Manual, Focus,2011,Diesel,20,67.3,1.6
5495,76000,Manual, Focus,2012,Diesel,20,67.3,1.6
3990,114000,Manual, Focus,2013,Diesel,20,67.3,1.6
7475,50000,Manual, Focus,2015,Petrol,20,61.4,1
5995,92000,Semi-Auto, Focus,2014,Diesel,145,53.3,2
5490,65815,Manual, Focus,2013,Diesel,20,67.3,1.6
6990,72160,Manual, Focus,2015,Petrol,20,60.1,1
7499,59020,Manual, Focus,2015,Diesel,20,67.3,1.6
3995,89411,Manual, Focus,2013,Diesel,0,83.1,1.6
8275,35000,Manual, Fiesta,2015,Petrol,20,62.8,1
8475,27000,Manual, Fiesta,2016,Petrol,20,62.8,1
9299,23306,Manual, Focus,2016,Diesel,0,74.3,1.5
5899,50914,Manual, Focus,2013,Diesel,20,67.3,1.6
8999,22191,Manual, Fiesta,2015,Petrol,0,65.7,1
11699,13211,Manual, Focus,2017,Petrol,145,57.7,1
8499,25369,Manual, Focus,2016,Petrol,20,60.1,1
7749,37890,Manual, Fiesta,2014,Petrol,0,65.7,1
8899,24068,Automatic, Fiesta,2015,Petrol,0,57.7,1
9999,30060,Manual, Fiesta,2017,Petrol,145,65.7,1
10499,14808,Manual, Focus,2016,Diesel,0,74.3,1.5
9295,54385,Manual, Focus,2016,Petrol,20,60.1,1
7759,54000,Manual, EcoSport,2016,Petrol,125,52.3,1
5495,76317,Automatic, Focus,2011,Diesel,150,53.3,2
3695,65782,Automatic, Focus,2008,Petrol,260,37.7,1.6
8975,25000,Manual, Fiesta,2016,Petrol,20,62.8,1
8990,23377,Manual, Fiesta,2016,Petrol,0,65.7,1
9999,20000,Manual, Fiesta,2017,Petrol,0,65.7,0
6999,44000,Manual, Fiesta,2015,Petrol,125,54.3,0
15999,4000,Manual, Focus,2019,Petrol,145,48.7,0
3695,57440,Manual, Fiesta,2010,Petrol,125,50.4,1.2
5995,82399,Manual, Focus,2014,Diesel,20,67.3,1.6
